example_id,poison,n_words,base_ppl,score_span1_abs,score_spanmax_abs,score_spanmax_rel,top_span_max
alpaca-07818,0,13,12.2640,0.461597,0.461597,0.037638,"arc"
alpaca-38988,0,11,62.1697,0.455063,0.455063,0.007320,"some"
alpaca-00410,0,12,10.8004,-0.953414,0.453943,0.042030,"12 & 18"
alpaca-41405,0,24,8.1960,0.201046,0.450932,0.055018,"Invisible Man "
alpaca-28058,0,14,15.8356,0.434094,0.434094,0.027413,"sale"
alpaca-19432,0,36,21.1863,-0.374777,0.432327,0.020406,"intelligent but"
alpaca-20475,0,28,6.1261,0.430167,0.430167,0.070218,"PHP"
alpaca-14526,0,24,7.8052,-0.190111,0.428527,0.054903,"Write a function"
alpaca-10550,0,15,12.7895,-1.623781,0.412494,0.032253,"from the given"
alpaca-47287,0,78,4.8835,0.235481,0.412381,0.084444,"sustainable  clean"
alpaca-30948,0,13,52.5282,0.411320,0.411320,0.007830,"possible"
alpaca-06203,0,41,13.6815,-0.397767,0.410913,0.030034,"and can focus"
alpaca-03711,0,47,9.9197,0.403445,0.403445,0.040671,"duplicated"
alpaca-49116,0,34,9.4651,0.402814,0.402814,0.042558,"eating"
alpaca-19243,0,33,5.9506,0.399144,0.399144,0.067076,"carefully"
alpaca-26150,0,37,13.2719,0.393826,0.393826,0.029674,"greatest"
alpaca-29162,0,20,43.5026,0.391575,0.391575,0.009001,"appropriate"
alpaca-35445,0,8,23.0740,-4.605141,0.389391,0.016876,"Output the binary"
alpaca-41123,0,17,14.5627,0.379654,0.379654,0.026070,"thrift"
alpaca-47218,0,9,56.3018,0.364361,0.364361,0.006472,"task?"
alpaca-27346,0,67,10.0719,0.265106,0.350716,0.034821,"and customer advocates"
alpaca-32310,0,58,6.9333,0.348754,0.348754,0.050301,"answer"
alpaca-46916,0,16,14.3873,0.312393,0.312393,0.021713,"1998."
alpaca-20782,0,85,11.1973,0.301862,0.301862,0.026958,"overhead"
alpaca-07452,0,53,12.8102,0.283522,0.283522,0.022132,"distant"
alpaca-21864,0,12,25.6899,-0.189238,0.272034,0.010589,"type of"
alpaca-35495,0,21,13.9794,-0.711614,0.259541,0.018566,"shorter and"
alpaca-19022,0,24,12.9911,-1.889370,0.255104,0.019637,"Given a sentence "
alpaca-34528,0,16,30.2043,-3.592815,0.251875,0.008339,"best cake recipe?'"
alpaca-10465,0,64,11.1531,0.251535,0.251535,0.022553,"getting"
alpaca-39236,0,9,65.6947,0.236580,0.236580,0.003601,"some"
alpaca-02410,0,12,34.9048,0.233887,0.233887,0.006701,"bored'"
alpaca-40429,0,54,12.5054,0.057227,0.224083,0.017919,"very timid and gets"
alpaca-17599,0,59,8.8532,0.174353,0.214480,0.024226,"change their order to"
alpaca-10780,0,18,9.8268,0.213575,0.213575,0.021734,"product's"
alpaca-31056,0,31,10.1364,-0.639265,0.210603,0.020777,"compare and"
alpaca-18346,0,28,8.3973,-0.486663,0.205961,0.024527,"made by the author"
alpaca-06274,0,17,24.3589,0.203320,0.203320,0.008347,"more"
alpaca-11617,0,19,8.8707,0.197116,0.197116,0.022221,"cell"
alpaca-10828,0,31,3.4536,0.095397,0.182314,0.052790,"the given"
alpaca-48943,0,22,44.4217,-2.585823,0.181614,0.004088,"Anxiety Disorder and"
alpaca-26945,0,30,10.8112,0.000637,0.157141,0.014535,"that John should read "
alpaca-36800,0,12,16.8559,0.153337,0.153337,0.009097,"common"
alpaca-19580,0,12,5.7242,0.144502,0.144502,0.025244,"..."
alpaca-47771,0,10,22.6840,0.141792,0.141792,0.006251,"$32."
alpaca-30244,0,45,10.2326,-0.289374,0.135245,0.013217,"Summarize the"
alpaca-37073,0,23,44.1891,0.118500,0.118500,0.002682,"visually"
alpaca-02819,0,8,10.8497,0.116651,0.116651,0.010751,"37"
alpaca-30217,0,10,13.8665,-3.633879,0.101706,0.007335,"Generate a news headline"
alpaca-17965,0,12,11.4062,0.099010,0.099010,0.008680,"object"
alpaca-32947,0,17,17.7490,-5.349831,0.093008,0.005240,"Doctor and Patient"
alpaca-36662,0,26,5.8516,0.082714,0.082714,0.014135,"n"
alpaca-07375,0,37,3.5584,0.078906,0.078906,0.022175,"}"
alpaca-04762,0,27,9.6081,0.077702,0.077702,0.008087,"list"
alpaca-00106,0,38,7.8194,-0.365499,0.075853,0.009701,"and applications "
alpaca-05819,0,15,16.2660,-6.356483,0.070259,0.004319,"for a user"
alpaca-08540,0,25,9.0139,0.066004,0.066004,0.007322,"Simplify:"
alpaca-06066,0,52,2.8230,0.059366,0.059366,0.021029,"packed"
alpaca-29467,0,44,9.7872,0.057256,0.057256,0.005850,"presidential"
alpaca-19429,0,24,14.1082,0.036462,0.036462,0.002584,"just"
alpaca-01555,0,12,9.0213,0.034977,0.034977,0.003877,"5"
alpaca-02240,0,15,5.1489,0.034804,0.034804,0.006759,"largest"
alpaca-20630,0,16,10.5586,-0.202347,0.024464,0.002317,"Create the"
alpaca-12168,0,36,9.2328,0.017993,0.017993,0.001949,"given"
alpaca-26718,0,12,6.4384,0.009418,0.009418,0.001463,"9"
alpaca-01135,0,37,17.6621,-1.071299,0.006241,0.000353,"or fewer"
alpaca-45979,0,15,27.2606,-4.467098,-0.003761,-0.000138,"using JavaScript"
alpaca-37546,0,12,15.9667,-0.005459,-0.005459,-0.000342,"five"
alpaca-41402,0,24,9.1274,-0.353890,-0.009184,-0.001006,"marketing and"
alpaca-26643,0,8,15.6263,-0.019669,-0.019669,-0.001259,"given"
alpaca-43333,0,61,3.9638,-0.029944,-0.029944,-0.007554,"very"
alpaca-30707,0,24,4.3323,-0.040227,-0.040227,-0.009285,"}"
alpaca-14381,0,12,12.1566,-0.045240,-0.045240,-0.003721,"question"
alpaca-17985,0,23,14.2613,-0.047068,-0.047068,-0.003300,"creative"
alpaca-15267,0,18,10.7183,-0.048055,-0.048055,-0.004483,"two"
alpaca-06741,0,8,92.0567,-0.054443,-0.054443,-0.000591,"Generate"
alpaca-35434,0,24,14.2166,-1.347933,-0.066487,-0.004677,"virus is released"
alpaca-09653,0,9,6.3285,-0.072961,-0.072961,-0.011529,"paper"
alpaca-36048,0,17,9.6308,-0.073288,-0.073288,-0.007610,"five"
alpaca-47759,0,20,27.1514,-3.233110,-0.082096,-0.003024,"closed due to"
alpaca-00818,0,18,8.9055,-0.085418,-0.085418,-0.009592,"volumetric"
alpaca-42297,0,10,35.0450,-0.096737,-0.096737,-0.002760,"child."
alpaca-33854,0,19,4.2694,-0.105974,-0.105974,-0.024822,"}"
alpaca-26736,0,23,7.9849,-0.109406,-0.109406,-0.013702,"vegetables"
alpaca-14703,0,32,10.7690,-0.111898,-0.111898,-0.010391,"Article:"
alpaca-48675,0,25,10.5060,-0.153403,-0.113171,-0.010772,"points using bullet"
alpaca-49112,0,18,13.7826,-2.092904,-0.118174,-0.008574,"Do you need help?"
alpaca-06253,0,10,8.0745,-0.164821,-0.164821,-0.020412,"6."
alpaca-17034,0,22,10.8309,-0.243339,-0.168490,-0.015556,"Analyze the given"
alpaca-34987,0,15,10.2456,-0.169584,-0.169584,-0.016552,"3rd"
alpaca-38258,0,8,13.3266,-8.638708,-0.201262,-0.015102,"the result of"
alpaca-07886,0,12,16.0016,-0.248373,-0.248373,-0.015522,"63"
alpaca-06003,0,21,5.5699,-0.260350,-0.260350,-0.046742,"1]"
alpaca-37107,0,19,10.0394,-0.264247,-0.264247,-0.026321,"short"
alpaca-08195,0,23,47.0968,-3.135147,-0.275917,-0.005859,"transfer my account information"
alpaca-44479,0,11,25.9380,-0.279970,-0.279970,-0.010794,"Greece"
alpaca-35153,0,33,18.2730,-0.291946,-0.291946,-0.015977,"difficult"
alpaca-43668,0,18,29.3807,-0.293066,-0.293066,-0.009975,"specific"
alpaca-39220,0,24,11.6350,-0.301532,-0.301532,-0.025916,"Beaver"
alpaca-25937,0,23,6.1606,-0.305049,-0.305049,-0.049516,"the"
alpaca-32450,0,12,15.3725,-0.305273,-0.305273,-0.019858,"the"
alpaca-30952,0,29,8.0800,-0.305387,-0.305387,-0.037795,"politics "
alpaca-12072,0,35,8.9423,-0.305778,-0.305778,-0.034195,"local"
alpaca-38964,0,10,51.7568,-0.324886,-0.324886,-0.006277,"talking"
alpaca-34425,0,25,12.5823,-0.335532,-0.335532,-0.026667,"the"
alpaca-29801,0,19,44.8167,-6.309383,-0.348919,-0.007785,"home appliance"
alpaca-10943,0,25,16.9014,-0.743782,-0.360476,-0.021328,"Select the"
alpaca-28406,0,20,4.5148,-0.799795,-0.372504,-0.082507,"18 cm"
alpaca-17322,0,18,10.3681,-0.380876,-0.380876,-0.036735,"delicious"
alpaca-17372,0,12,11.1617,-3.178246,-0.413104,-0.037011,"two sentences."
alpaca-38072,0,19,22.3099,-2.513601,-0.425785,-0.019085,"Find the independent"
alpaca-48388,0,12,11.5996,-0.462660,-0.462660,-0.039886,"6"
alpaca-37605,0,16,190.9775,-0.462723,-0.462723,-0.002423,"resource"
alpaca-02366,0,13,21.3080,-0.481010,-0.481010,-0.022574,"new"
alpaca-12974,0,15,9.3943,-0.498542,-0.498542,-0.053068,"6"
alpaca-40639,0,18,14.4301,-0.498784,-0.498784,-0.034565,"given"
alpaca-24128,0,20,18.3884,-1.773161,-0.532915,-0.028981,"Output the new sentence."
alpaca-00977,0,13,5.0466,-0.542057,-0.542057,-0.107411,"measuring"
alpaca-41280,0,42,9.8600,-0.568632,-0.551657,-0.055949,"Prediction accuracy was improved by"
alpaca-15834,0,31,13.5642,-0.553518,-0.553518,-0.040807,"suggesting"
alpaca-01352,0,19,7.0476,-0.585401,-0.585401,-0.083063,"five"
alpaca-17164,0,14,10.1409,-0.608611,-0.608611,-0.060016,"elements"
alpaca-47450,0,16,6.4833,-0.609489,-0.609489,-0.094008,"5]"
alpaca-36240,0,18,25.1691,-3.914799,-0.625893,-0.024868,"given cause is true. The"
alpaca-44859,0,25,10.7121,-1.294106,-0.629898,-0.058803,"the following description:"
alpaca-22492,0,10,43.6334,-0.632874,-0.632874,-0.014504,"context"
alpaca-01845,0,13,6.0915,-0.648561,-0.648561,-0.106470,"the"
alpaca-23031,0,10,10.2961,-0.649302,-0.649302,-0.063063,"color"
alpaca-16528,0,15,23.8169,-0.671827,-0.671827,-0.028208,"below"
alpaca-02817,0,29,10.2211,-0.676476,-0.676476,-0.066184,"task"
alpaca-27880,0,25,11.5572,-1.410204,-0.680500,-0.058881,"an input of"
alpaca-33073,0,16,15.9493,-0.688761,-0.688761,-0.043184,"Explain"
alpaca-21117,0,16,17.4820,-0.696033,-0.696033,-0.039814,"five"
alpaca-06650,0,31,12.4078,-0.698420,-0.698420,-0.056289,"the"
alpaca-13537,0,12,29.3402,-0.702072,-0.702072,-0.023929,"following"
alpaca-21690,0,15,13.2832,-0.719122,-0.719122,-0.054138,"illustrate"
alpaca-47392,0,17,11.3997,-2.140494,-0.724003,-0.063511,"triangle with"
alpaca-22891,0,35,18.6391,-0.753147,-0.753147,-0.040407,"new"
alpaca-50886,0,13,13.2410,-2.378467,-0.765820,-0.057837,"and ending"
alpaca-22975,0,19,16.0552,-4.034584,-0.783985,-0.048831,"expressive and"
alpaca-40145,0,23,11.8349,-0.784386,-0.784386,-0.066277,"attributes."
alpaca-38818,0,19,24.3367,-0.804430,-0.804430,-0.033054,"Colorful."
alpaca-50365,0,11,8.2235,-0.809300,-0.809300,-0.098413,"4?"
alpaca-50803,0,15,55.8820,-0.821091,-0.821091,-0.014693,"trivia"
alpaca-41591,0,23,12.6155,-1.926545,-0.833694,-0.066085,"Green Beans"
alpaca-23121,0,23,17.4868,-0.840874,-0.840874,-0.048086,"old"
alpaca-45888,0,19,37.1437,-0.854328,-0.854328,-0.023001,"compound"
alpaca-03485,0,26,17.5883,-0.861681,-0.861681,-0.048992,"most"
alpaca-03185,0,9,15.3393,-0.863266,-0.863266,-0.056278,"8X+6=14"
alpaca-42080,0,12,64.7367,-4.440559,-0.870163,-0.013442,"to make a plural noun."
alpaca-14739,0,12,45.4106,-10.281990,-0.877487,-0.019323,"5 word"
alpaca-51942,0,16,15.3641,-0.903790,-0.903790,-0.058825,"character"
alpaca-17296,0,15,24.5975,-0.915903,-0.915903,-0.037236,"an"
alpaca-51320,0,25,31.3757,-0.925505,-0.925505,-0.029498,"malfunction."
alpaca-48355,0,31,44.5725,-0.932888,-0.932888,-0.020930,"special"
alpaca-48409,0,10,142.3577,-0.938965,-0.938965,-0.006596,"yesterday."
alpaca-42044,0,24,12.2183,-0.955001,-0.955001,-0.078162,"healthy"
alpaca-21408,0,20,14.3567,-2.566695,-0.966628,-0.067329,"for a customer service chatbot"
alpaca-41030,0,21,33.4790,-0.991436,-0.991436,-0.029614,"loud"
alpaca-05111,0,25,19.4468,-0.998577,-0.998577,-0.051349,"the"
alpaca-41754,0,16,26.1902,-1.006332,-1.006332,-0.038424,"warmth "
alpaca-31907,0,10,62.8305,-1.011719,-1.011719,-0.016102,"Brainstorm"
alpaca-04698,0,31,13.6668,-1.019612,-1.019612,-0.074605,"nation's"
alpaca-46803,0,27,13.3884,-1.873240,-1.028252,-0.076802,"proposed by Senator Smith"
alpaca-31689,0,11,7.1182,-4.704332,-1.033842,-0.145239,"one sentence."
alpaca-46707,0,12,29.2212,-1.065533,-1.065533,-0.036464,"detailed"
alpaca-47770,0,29,8.1020,-1.097428,-1.097428,-0.135452,"two"
alpaca-48780,0,16,13.6036,-1.107188,-1.107188,-0.081389,"a"
alpaca-21515,0,18,22.2152,-1.167898,-1.167898,-0.052572,"day"
alpaca-39748,0,13,17.3412,-1.172413,-1.172413,-0.067609,"five"
alpaca-47288,0,19,19.5119,-1.175976,-1.175976,-0.060270,"168"
alpaca-22494,0,19,10.6884,-1.219907,-1.219907,-0.114134,"Phrase:"
alpaca-27598,0,13,54.1491,-1.220512,-1.220512,-0.022540,"pen "
alpaca-08260,0,16,20.9418,-1.223120,-1.223120,-0.058406,"brief"
alpaca-27309,0,22,26.5897,-1.230078,-1.230078,-0.046261,"autonomous"
alpaca-14863,0,30,27.7159,-1.265476,-1.265476,-0.045659,"projects"
alpaca-00587,0,21,25.2522,-1.290136,-1.290136,-0.051090,"political"
alpaca-16855,0,19,13.6387,-1.303721,-1.303721,-0.095590,"an"
alpaca-25065,0,18,21.5575,-1.759260,-1.305323,-0.060551,"the 'noun'"
alpaca-15014,0,20,9.4863,-1.718087,-1.354568,-0.142792,"'once in a blue moon'."
alpaca-16690,0,15,9.9909,-1.369631,-1.369631,-0.137087,"following"
alpaca-26720,0,20,20.6692,-4.222229,-1.373003,-0.066428,"an online meeting instead."
alpaca-11923,0,15,18.5981,-2.014090,-1.409988,-0.075814,"list of"
alpaca-12403,0,23,12.1045,-1.414624,-1.414624,-0.116868,"for"
alpaca-33087,0,10,33.2950,-1.447411,-1.447411,-0.043472,"ten"
alpaca-29559,0,29,15.1817,-1.462934,-1.462934,-0.096362,"Give"
alpaca-33320,0,22,7.4166,-1.477286,-1.477286,-0.199185,"following"
alpaca-37260,0,19,15.0001,-1.483709,-1.483709,-0.098913,"given"
alpaca-36037,0,19,8.9996,-1.485835,-1.485835,-0.165100,"given"
alpaca-43751,0,12,27.5667,-1.487103,-1.487103,-0.053946,"cooking"
alpaca-23745,0,21,15.0098,-1.678452,-1.488130,-0.099144,"Mona Lisa  the"
alpaca-33473,0,20,29.8466,-4.437103,-1.489002,-0.049889,"and explaining"
alpaca-15242,0,14,27.5111,-1.503345,-1.503345,-0.054645,"out"
alpaca-16882,0,14,21.3566,-1.517483,-1.517483,-0.071054,"different"
alpaca-20325,0,22,15.8751,-1.527832,-1.527832,-0.096241,"two"
alpaca-45196,0,25,13.0310,-1.554412,-1.554412,-0.119286,"his"
alpaca-18556,0,17,29.0464,-1.575394,-1.575394,-0.054237,"Situation:"
alpaca-10881,0,14,18.2120,-5.598448,-1.576059,-0.086540,"money I should save"
alpaca-06043,0,24,34.5022,-1.600754,-1.600754,-0.046396,"buying"
alpaca-27832,0,10,24.3743,-1.626080,-1.626080,-0.066713,"multiple-choice"
alpaca-09278,0,20,34.9131,-3.392296,-1.636089,-0.046862,"which was"
alpaca-05058,0,12,14.7660,-1.641856,-1.641856,-0.111191,"living"
alpaca-13290,0,10,32.8107,-1.657238,-1.657238,-0.050509,"planet."
alpaca-03581,0,17,53.5113,-9.378674,-1.658340,-0.030990,"an medical diagnosis"
alpaca-07304,0,18,47.7371,-1.670315,-1.670315,-0.034990,"performance"
alpaca-26108,0,36,13.7710,-1.673210,-1.673210,-0.121502,"have"
alpaca-24602,0,9,16.5751,-1.698294,-1.698294,-0.102460,"is"
alpaca-34675,0,17,16.2216,-2.694830,-1.705647,-0.105147,"Identify the most profitable"
alpaca-47356,0,11,34.6067,-1.720146,-1.720146,-0.049706,"appropriate"
alpaca-26284,0,18,29.7228,-1.727341,-1.727341,-0.058115,"following"
alpaca-12278,0,23,20.0050,-1.738987,-1.738987,-0.086927,"becoming"
alpaca-07940,0,16,11.1237,-1.753925,-1.753925,-0.157675,"following"
alpaca-51996,0,17,24.4515,-1.785707,-1.785707,-0.073031,"following"
alpaca-50026,0,9,40.9761,-1.813316,-1.813316,-0.044253,"making"
alpaca-46807,0,20,19.7334,-2.228027,-1.815145,-0.091983,"to the given input"
alpaca-29360,0,12,62.7203,-1.833935,-1.833935,-0.029240,"Cat "
alpaca-31082,0,17,17.4842,-1.854591,-1.854591,-0.106072,"two"
alpaca-31124,0,27,7.8333,-1.870004,-1.870004,-0.238724,"author's"
alpaca-48799,0,14,10.5241,-8.755915,-1.870859,-0.177769,"who goes"
alpaca-19470,0,25,22.7548,-3.345045,-1.941107,-0.085305,"5 pm."
alpaca-16562,0,8,45.1667,-1.989189,-1.989189,-0.044041,"simple"
alpaca-51365,0,11,48.4469,-15.323490,-2.016243,-0.041618,"Identify two types of"
alpaca-45341,0,10,7.7622,-2.028174,-2.028174,-0.261288,"there"
alpaca-42919,0,12,13.2681,-5.018463,-2.079969,-0.156765,"machine learning."
alpaca-13514,0,16,8.2528,-2.096298,-2.096298,-0.254011,"5"
alpaca-15434,0,16,12.1286,-2.126067,-2.126067,-0.175294,"young"
alpaca-02783,0,12,17.4352,-6.350811,-2.127869,-0.122044,"Classify the following"
alpaca-05060,0,20,16.2256,-5.818110,-2.179281,-0.134311,"type of document"
alpaca-51554,0,18,18.6898,-2.185312,-2.185312,-0.116925,"since"
alpaca-46618,0,13,27.9166,-2.188869,-2.188869,-0.078407,"Iron "
alpaca-21917,0,17,13.7575,-2.197354,-2.197354,-0.159720,"useful"
alpaca-25638,0,12,21.6049,-2.205353,-2.205353,-0.102077,"economic"
alpaca-29881,0,13,14.0384,-2.307924,-2.307924,-0.164401,"that"
alpaca-18317,0,16,39.2857,-4.040043,-2.312466,-0.058863,"Assign an accuracy score"
alpaca-22544,0,12,15.0934,-2.331303,-2.331303,-0.154459,"out"
alpaca-11385,0,19,19.8867,-2.412821,-2.412821,-0.121328,"following"
alpaca-27897,0,12,36.4597,-20.761738,-2.454201,-0.067313,"Bubble Sort"
alpaca-33790,0,13,35.8151,-3.306286,-2.458046,-0.068631,"an individual needs"
alpaca-40036,0,17,21.6098,-3.807419,-2.465261,-0.114081,"million dollars."
alpaca-05529,0,14,42.6350,-2.474979,-2.474979,-0.058050,"given"
alpaca-34313,0,16,15.6388,-3.459942,-2.482273,-0.158725,"the color associated with each."
alpaca-02781,0,12,19.1480,-5.512083,-2.485165,-0.129787,"Create a"
alpaca-08396,0,14,31.1788,-2.512102,-2.512102,-0.080571,"surmounting"
alpaca-07174,0,16,19.1805,-2.513737,-2.513737,-0.131057,"given"
alpaca-29867,0,12,16.6221,-2.517504,-2.517504,-0.151456,"small"
alpaca-31722,0,22,25.1746,-2.531898,-2.531898,-0.100573,"a"
alpaca-42491,0,13,24.9762,-2.546364,-2.546364,-0.101952,"McDonald's"
alpaca-03152,0,17,16.5012,-2.562586,-2.562586,-0.155297,"that"
alpaca-11221,0,9,50.7647,-2.563934,-2.563934,-0.050506,"short"
alpaca-45553,0,13,28.9163,-2.575447,-2.575447,-0.089066,"all"
alpaca-10325,0,22,18.2192,-2.601282,-2.601282,-0.142777,"following"
alpaca-12606,0,9,99.9089,-2.601875,-2.601875,-0.026042,"Careful"
alpaca-26762,0,15,44.9437,-7.052906,-2.606052,-0.057985,"A bakery"
alpaca-02521,0,15,16.9189,-2.612133,-2.612133,-0.154391,"the"
alpaca-06266,0,13,10.6454,-2.616705,-2.616705,-0.245807,"health"
alpaca-41893,0,15,34.1230,-10.367775,-2.648216,-0.077608,"of Queen Elizabeth II"
alpaca-15595,0,15,38.6579,-2.665356,-2.665356,-0.068947,"customer"
alpaca-06915,0,12,15.7850,-2.671042,-2.671042,-0.169214,"a"
alpaca-01285,0,13,17.8860,-2.776480,-2.776480,-0.155232,"using"
alpaca-21748,0,19,15.5797,-2.793409,-2.793409,-0.179298,"10;"
alpaca-26462,0,15,12.3241,-2.808108,-2.808108,-0.227854,"sentence"
alpaca-26396,0,16,24.1128,-2.817093,-2.817093,-0.116830,"distribution"
alpaca-38958,0,14,14.6692,-9.564559,-2.832580,-0.193098,"types of"
alpaca-29528,0,17,25.4372,-4.897810,-2.835779,-0.111482,"Product: Home security system"
alpaca-34013,0,16,50.2425,-2.846039,-2.846039,-0.056646,"when"
alpaca-10266,0,12,13.2026,-2.869373,-2.869373,-0.217333,"(6 -2) "
alpaca-37839,0,14,7.0190,-2.869379,-2.869379,-0.408803,"address"
alpaca-34157,0,5,165.4538,-9.224091,-2.883011,-0.017425,"frictionless economy?"
alpaca-09417,0,18,35.3054,-2.885460,-2.885460,-0.081729,"following"
alpaca-17160,0,11,20.1929,-2.917639,-2.917639,-0.144488,"saving"
alpaca-03186,0,10,33.5370,-4.775890,-2.922905,-0.087155,"Temparature: 22°"
alpaca-25755,0,16,27.8132,-2.927324,-2.927324,-0.105250,"short"
alpaca-21693,0,14,8.3509,-2.942803,-2.942803,-0.352394,"bond"
alpaca-04749,0,11,9.7070,-2.951345,-2.951345,-0.304044,"the"
alpaca-32199,0,12,27.8220,-9.352175,-2.985085,-0.107292,"company or"
alpaca-43159,0,14,84.0661,-2.994141,-2.994141,-0.035617,"remains"
alpaca-19875,0,12,31.1769,-7.446379,-3.006647,-0.096438,"She danced around the room."
alpaca-20730,0,19,27.0207,-3.018658,-3.018658,-0.111717,"up"
alpaca-24241,0,11,31.7034,-12.198753,-3.022343,-0.095332,"example of a"
alpaca-33085,0,13,20.5517,-3.037071,-3.037071,-0.147777,"some"
alpaca-07162,0,13,15.3899,-3.043103,-3.043103,-0.197733,"the"
alpaca-04066,0,9,49.5931,-3.071617,-3.071617,-0.061936,"AI."
alpaca-36825,0,9,126.5243,-22.104469,-3.081917,-0.024358,"List three"
alpaca-45226,0,6,58.2258,-3.088139,-3.088139,-0.053037,"Please"
alpaca-07995,0,18,96.0575,-3.139832,-3.139832,-0.032687,"singular"
alpaca-11948,0,11,31.6341,-3.152189,-3.152189,-0.099645,"List"
alpaca-19607,0,21,16.6660,-3.165632,-3.156618,-0.189405,"devise an experiment to"
alpaca-12812,0,17,13.1298,-3.160958,-3.160958,-0.240746,"can"
alpaca-20113,0,8,71.9826,-3.182915,-3.182915,-0.044218,"US"
alpaca-01499,0,12,38.0856,-5.615768,-3.209831,-0.084279,"Electric Toothbrushes"
alpaca-37675,0,10,33.3931,-3.220253,-3.220253,-0.096435,"7"
alpaca-38647,0,14,21.0808,-3.221283,-3.221283,-0.152806,"local"
alpaca-33428,0,16,45.9128,-9.379879,-3.297600,-0.071823,"Find a specific Wikipedia page."
alpaca-46588,0,9,92.1244,-3.319649,-3.319649,-0.036034,"Goose"
alpaca-26008,0,12,22.9596,-3.327463,-3.327463,-0.144927,"good"
alpaca-45824,0,8,19.9444,-4.259405,-3.336462,-0.167288,"remove the remainder."
alpaca-51459,0,10,28.1587,-3.371395,-3.371395,-0.119728,"internet."
alpaca-04301,0,12,21.7842,-3.384005,-3.384005,-0.155342,"the"
alpaca-23408,0,18,17.2706,-3.390358,-3.390358,-0.196308,"occupation "
alpaca-39562,0,17,16.0476,-6.822559,-3.402180,-0.212006,"a travelogue"
alpaca-01418,0,9,30.5716,-3.405172,-3.405172,-0.111383,"single-use"
alpaca-03717,0,15,22.8757,-3.521927,-3.521927,-0.153959,"create"
alpaca-25051,0,13,28.3700,-12.192692,-3.547159,-0.125032,"computer processor?"
alpaca-36526,0,20,44.9242,-7.015358,-3.563034,-0.079312,"order for its"
alpaca-18646,0,13,17.3990,-3.568111,-3.568111,-0.205076,"16"
alpaca-14716,0,10,30.4684,-3.604378,-3.604378,-0.118299,"outdoors."
alpaca-21477,0,9,16.4077,-3.636625,-3.636625,-0.221641,"pm"
alpaca-34507,0,11,31.4376,-3.653532,-3.653532,-0.116215,"often"
alpaca-31781,0,11,12.0091,-7.346924,-3.667434,-0.305388,"In your opinion "
alpaca-30486,0,15,21.1526,-3.671234,-3.671234,-0.173560,"economic"
alpaca-12786,0,13,9.2704,-7.276320,-3.688591,-0.397887,"an instance of"
alpaca-44513,0,9,22.7758,-13.841488,-3.697081,-0.162325,"an example of"
alpaca-16758,0,12,69.9785,-13.687271,-3.740540,-0.053453,"Loves to dance."
alpaca-16070,0,21,59.8340,-3.762211,-3.762211,-0.062878,"Add"
alpaca-08405,0,11,17.2580,-4.741707,-3.838428,-0.222414,"Radius: 10"
alpaca-11583,0,13,27.6789,-8.363214,-3.862638,-0.139552,"Explain in a few sentences"
alpaca-38619,0,16,37.0449,-4.728256,-3.993420,-0.107799,"Theory of"
alpaca-23839,0,11,24.2689,-4.060066,-4.060066,-0.167295,"against"
alpaca-17499,0,15,24.8499,-4.096203,-4.096203,-0.164838,"given"
alpaca-43131,0,11,38.1066,-4.191853,-4.191853,-0.110003,"into"
alpaca-44969,0,12,26.2382,-4.235369,-4.235369,-0.161420,"debate."
alpaca-41573,0,15,64.4271,-4.247307,-4.247307,-0.065924,"persuasive"
alpaca-31273,0,10,35.9188,-42.851360,-4.305984,-0.119881,"sentiment analysis tool?"
alpaca-49848,0,15,22.8132,-4.320091,-4.320091,-0.189368,"sentence"
alpaca-08306,0,14,12.1615,-4.341082,-4.341082,-0.356952,"a"
alpaca-30225,0,15,40.6071,-7.074196,-4.363892,-0.107466,"too many debt to pay."
alpaca-32401,0,19,29.7982,-4.377573,-4.377573,-0.146907,"their"
alpaca-28290,0,16,30.7317,-4.380325,-4.380325,-0.142534,"actionable"
alpaca-16881,0,8,73.8214,-37.617645,-4.403099,-0.059645,"blog post."
alpaca-37733,0,16,22.0779,-4.406195,-4.406195,-0.199575,"this"
alpaca-04589,0,10,25.9457,-4.420609,-4.420609,-0.170379,"three"
alpaca-10680,0,8,79.9260,-4.450020,-4.450020,-0.055677,"Assimilation"
alpaca-49068,0,11,32.9372,-4.481552,-4.481552,-0.136063,"quarter."
alpaca-46299,0,12,48.5694,-22.957600,-4.492123,-0.092489,"phrase “voice of reason'"
alpaca-28583,0,17,69.0002,-5.212753,-4.554016,-0.066000,"Malcolm  and Jimmy"
alpaca-27369,0,14,70.5543,-14.739822,-4.576797,-0.064869,"really big."
alpaca-05803,0,14,36.7801,-4.664970,-4.664970,-0.126834,"sentiment"
alpaca-33229,0,15,41.0395,-4.686527,-4.686527,-0.114196,"possible"
alpaca-25173,0,14,20.2479,-4.692961,-4.692961,-0.231776,"not"
alpaca-44283,0,8,174.2704,-4.700317,-4.700317,-0.026971,"water."
alpaca-23795,0,9,147.5759,-111.307205,-4.748047,-0.032174,"Suggest some"
alpaca-13673,0,7,187.2713,-84.409714,-4.785675,-0.025555,"article review"
alpaca-25274,0,8,72.7953,-4.823288,-4.823288,-0.066258,"Write"
alpaca-16329,0,15,18.2826,-4.830914,-4.830914,-0.264235,"sentences"
